gateway_txn_id,event_date,merchant_ref,gateway_ref,settlement_batch,customer,event_type,gross_amount,gateway_fee,gst_on_fee,net_settlement,currency
G00389,2026-09-19,REV-016,GW-900000389,BAT-REV-016,Customer_069,CHARGEBACK_REVERSAL,-4435.0,-79.83,0.0,-4355.17,INR
G00390,2026-08-08,REV-017,GW-900000390,BAT-REV-017,Customer_008,CHARGE,84064.0,1681.28,302.63,82080.09,INR
G00391,2026-08-15,REV-017,GW-900000391,BAT-REV-017,Customer_008,CHARGEBACK_REVERSAL,-15399.0,-277.18,0.0,-15121.82,INR
G00392,2026-09-06,REV-018,GW-900000392,BAT-REV-018,Customer_027,CHARGE,68518.0,1370.36,246.66,66900.98,INR
G00393,2026-09-11,REV-018,GW-900000393,BAT-REV-018,Customer_027,CHARGEBACK_REVERSAL,-3126.0,0.0,0.0,-3126.0,INR
G00394,2026-08-31,REV-019,GW-900000394,BAT-REV-019,Customer_046,CHARGE,49753.0,995.06,179.11,48578.83,INR
G00395,2026-09-04,REV-019,GW-900000395,BAT-REV-019,Customer_046,REFUND,-6770.0,0.0,0.0,-6770.0,INR
G00396,2026-09-22,REV-020,GW-900000396,BAT-REV-020,Customer_065,CHARGE,38180.0,763.6,137.45,37278.95,INR
G00397,2026-09-28,REV-020,GW-900000397,BAT-REV-020,Customer_065,CHARGEBACK_REVERSAL,-5368.0,0.0,0.0,-5368.0,INR
G00398,2026-08-30,REV-021,GW-900000398,BAT-REV-021,Customer_004,CHARGE,72790.0,1455.8,262.04,71072.16,INR
G00399,2026-09-03,REV-021,GW-900000399,BAT-REV-021,Customer_004,CHARGEBACK_REVERSAL,-20906.0,0.0,0.0,-20906.0,INR
G00400,2026-09-24,REV-022,GW-900000400,BAT-REV-022,Customer_023,CHARGE,96321.0,1926.42,346.76,94047.82,INR
G00401,2026-10-01,REV-022,GW-900000401,BAT-REV-022,Customer_023,CHARGEBACK_REVERSAL,-1720.0,0.0,0.0,-1720.0,INR
G00402,2026-08-06,REV-023,GW-900000402,BAT-REV-023,Customer_042,CHARGE,46190.0,831.42,149.66,45208.92,INR
G00403,2026-08-08,REV-023,GW-900000403,BAT-REV-023,Customer_042,REFUND,-7315.0,-131.67,0.0,-7183.33,INR
G00404,2026-10-07,REV-024,GW-900000404,BAT-REV-024,Customer_061,CHARGE,32723.0,654.46,117.8,31950.74,INR
G00405,2026-10-12,REV-024,GW-900000405,BAT-REV-024,Customer_061,REFUND,-5294.0,0.0,0.0,-5294.0,INR
G00406,2026-09-19,REV-025,GW-900000406,BAT-REV-025,Customer_080,CHARGE,72750.0,1455.0,261.9,71033.1,INR
G00407,2026-09-24,REV-025,GW-900000407,BAT-REV-025,Customer_080,REFUND,-14110.0,0.0,0.0,-14110.0,INR
G00408,2026-08-15,REV-026,GW-900000408,BAT-REV-026,Customer_019,CHARGE,40495.0,728.91,131.2,39634.89,INR
G00409,2026-08-17,REV-026,GW-900000409,BAT-REV-026,Customer_019,REFUND,-7321.0,0.0,0.0,-7321.0,INR
G00410,2026-09-30,REV-027,GW-900000410,BAT-REV-027,Customer_038,CHARGE,77367.0,1392.61,250.67,75723.72,INR
G00411,2026-10-07,REV-027,GW-900000411,BAT-REV-027,Customer_038,CHARGEBACK_REVERSAL,-22743.0,-409.37,0.0,-22333.63,INR
G00412,2026-09-27,REV-028,GW-900000412,BAT-REV-028,Customer_057,CHARGE,71113.0,1422.26,256.01,69434.73,INR
G00413,2026-10-04,REV-028,GW-900000413,BAT-REV-028,Customer_057,REFUND,-11813.0,0.0,0.0,-11813.0,INR
G00414,2026-08-31,REV-029,GW-900000414,BAT-REV-029,Customer_076,CHARGE,79539.0,1590.78,286.34,77661.88,INR
G00415,2026-09-08,REV-029,GW-900000415,BAT-REV-029,Customer_076,CHARGEBACK_REVERSAL,-5996.0,0.0,0.0,-5996.0,INR
G00416,2026-08-29,DUP-000-A,GW-900000416,BAT-60416,Customer_001,SETTLEMENT,25000.0,0.0,0.0,25000.0,INR
G00417,2026-08-30,DUP-000-B,GW-900000417,BAT-60417,Customer_002,SETTLEMENT,25000.0,0.0,0.0,25000.0,INR
G00418,2026-08-26,DUP-001-A,GW-900000418,BAT-60418,Customer_006,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G00419,2026-08-27,DUP-001-B,GW-900000419,BAT-60419,Customer_007,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G00420,2026-08-14,DUP-002-A,GW-900000420,BAT-60420,Customer_011,SETTLEMENT,10000.0,0.0,0.0,10000.0,INR
G00421,2026-08-15,DUP-002-B,GW-900000421,BAT-60421,Customer_012,SETTLEMENT,10000.0,0.0,0.0,10000.0,INR
G00422,2026-09-03,DUP-003-A,GW-900000422,BAT-60422,Customer_016,SETTLEMENT,30000.0,0.0,0.0,30000.0,INR
G00423,2026-09-04,DUP-003-B,GW-900000423,BAT-60423,Customer_017,SETTLEMENT,30000.0,0.0,0.0,30000.0,INR
G00424,2026-09-19,DUP-004-A,GW-900000424,BAT-60424,Customer_021,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G00425,2026-09-20,DUP-004-B,GW-900000425,BAT-60425,Customer_022,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G00426,2026-08-26,DUP-005-A,GW-900000426,BAT-60426,Customer_026,SETTLEMENT,12500.0,0.0,0.0,12500.0,INR
G00427,2026-08-27,DUP-005-B,GW-900000427,BAT-60427,Customer_027,SETTLEMENT,12500.0,0.0,0.0,12500.0,INR
G00428,2026-08-12,DUP-006-A,GW-900000428,BAT-60428,Customer_031,SETTLEMENT,20000.0,0.0,0.0,20000.0,INR
G00429,2026-08-13,DUP-006-B,GW-900000429,BAT-60429,Customer_032,SETTLEMENT,20000.0,0.0,0.0,20000.0,INR
G00430,2026-10-06,DUP-007-A,GW-900000430,BAT-60430,Customer_036,SETTLEMENT,12500.0,0.0,0.0,12500.0,INR
G00431,2026-10-07,DUP-007-B,GW-900000431,BAT-60431,Customer_037,SETTLEMENT,12500.0,0.0,0.0,12500.0,INR
G00432,2026-09-19,DUP-008-A,GW-900000432,BAT-60432,Customer_041,SETTLEMENT,40000.0,0.0,0.0,40000.0,INR
G00433,2026-09-20,DUP-008-B,GW-900000433,BAT-60433,Customer_042,SETTLEMENT,40000.0,0.0,0.0,40000.0,INR
G00434,2026-10-11,DUP-009-A,GW-900000434,BAT-60434,Customer_046,SETTLEMENT,20000.0,0.0,0.0,20000.0,INR
G00435,2026-10-12,DUP-009-B,GW-900000435,BAT-60435,Customer_047,SETTLEMENT,20000.0,0.0,0.0,20000.0,INR
G00436,2026-09-26,DUP-010-A,GW-900000436,BAT-60436,Customer_051,SETTLEMENT,30000.0,0.0,0.0,30000.0,INR
G00437,2026-09-27,DUP-010-B,GW-900000437,BAT-60437,Customer_052,SETTLEMENT,30000.0,0.0,0.0,30000.0,INR
G00438,2026-09-28,DUP-011-A,GW-900000438,BAT-60438,Customer_056,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G00439,2026-09-29,DUP-011-B,GW-900000439,BAT-60439,Customer_057,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G00440,2026-09-04,DUP-012-A,GW-900000440,BAT-60440,Customer_061,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G00441,2026-09-05,DUP-012-B,GW-900000441,BAT-60441,Customer_062,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G00442,2026-09-01,DUP-013-A,GW-900000442,BAT-60442,Customer_066,SETTLEMENT,12500.0,0.0,0.0,12500.0,INR
G00443,2026-09-02,DUP-013-B,GW-900000443,BAT-60443,Customer_067,SETTLEMENT,12500.0,0.0,0.0,12500.0,INR
G00444,2026-09-01,DUP-014-A,GW-900000444,BAT-60444,Customer_071,SETTLEMENT,30000.0,0.0,0.0,30000.0,INR
G00445,2026-09-02,DUP-014-B,GW-900000445,BAT-60445,Customer_072,SETTLEMENT,30000.0,0.0,0.0,30000.0,INR
G00446,2026-09-30,DUP-015-A,GW-900000446,BAT-60446,Customer_076,SETTLEMENT,12500.0,0.0,0.0,12500.0,INR
G00447,2026-10-01,DUP-015-B,GW-900000447,BAT-60447,Customer_077,SETTLEMENT,12500.0,0.0,0.0,12500.0,INR
G00448,2026-10-02,DUP-016-A,GW-900000448,BAT-60448,Customer_001,SETTLEMENT,25000.0,0.0,0.0,25000.0,INR
G00449,2026-10-03,DUP-016-B,GW-900000449,BAT-60449,Customer_002,SETTLEMENT,25000.0,0.0,0.0,25000.0,INR
G00450,2026-09-22,DUP-017-A,GW-900000450,BAT-60450,Customer_006,SETTLEMENT,25000.0,0.0,0.0,25000.0,INR
G00451,2026-09-23,DUP-017-B,GW-900000451,BAT-60451,Customer_007,SETTLEMENT,25000.0,0.0,0.0,25000.0,INR
G00452,2026-08-15,DUP-018-A,GW-900000452,BAT-60452,Customer_011,SETTLEMENT,30000.0,0.0,0.0,30000.0,INR
G00453,2026-08-16,DUP-018-B,GW-900000453,BAT-60453,Customer_012,SETTLEMENT,30000.0,0.0,0.0,30000.0,INR
G00454,2026-09-04,DUP-019-A,GW-900000454,BAT-60454,Customer_016,SETTLEMENT,40000.0,0.0,0.0,40000.0,INR
G00455,2026-09-05,DUP-019-B,GW-900000455,BAT-60455,Customer_017,SETTLEMENT,40000.0,0.0,0.0,40000.0,INR
G00456,2026-09-22,DUP-020-A,GW-900000456,BAT-60456,Customer_021,SETTLEMENT,30000.0,0.0,0.0,30000.0,INR
G00457,2026-09-23,DUP-020-B,GW-900000457,BAT-60457,Customer_022,SETTLEMENT,30000.0,0.0,0.0,30000.0,INR
G00458,2026-08-29,DUP-021-A,GW-900000458,BAT-60458,Customer_026,SETTLEMENT,12500.0,0.0,0.0,12500.0,INR
G00459,2026-08-30,DUP-021-B,GW-900000459,BAT-60459,Customer_027,SETTLEMENT,12500.0,0.0,0.0,12500.0,INR
G00460,2026-08-21,DUP-022-A,GW-900000460,BAT-60460,Customer_031,SETTLEMENT,25000.0,0.0,0.0,25000.0,INR
G00461,2026-08-22,DUP-022-B,GW-900000461,BAT-60461,Customer_032,SETTLEMENT,25000.0,0.0,0.0,25000.0,INR
G00462,2026-09-13,DUP-023-A,GW-900000462,BAT-60462,Customer_036,SETTLEMENT,20000.0,0.0,0.0,20000.0,INR
G00463,2026-09-14,DUP-023-B,GW-900000463,BAT-60463,Customer_037,SETTLEMENT,20000.0,0.0,0.0,20000.0,INR
G00464,2026-09-05,DUP-024-A,GW-900000464,BAT-60464,Customer_041,SETTLEMENT,25000.0,0.0,0.0,25000.0,INR
G00465,2026-09-06,DUP-024-B,GW-900000465,BAT-60465,Customer_042,SETTLEMENT,25000.0,0.0,0.0,25000.0,INR
G00466,2026-09-13,ROUND2-000,GW-900000466,BAT-60466,Customer_009,SETTLEMENT,87157.53,0.0,0.0,87157.53,INR
G00467,2026-08-31,ROUND2-001,GW-900000467,BAT-60467,Customer_032,SETTLEMENT,83850.68,0.0,0.0,83850.68,INR
G00468,2026-08-07,ROUND2-002,GW-900000468,BAT-60468,Customer_055,SETTLEMENT,79422.4,0.0,0.0,79422.4,INR
G00469,2026-09-04,ROUND2-003,GW-900000469,BAT-60469,Customer_078,SETTLEMENT,33725.13,0.0,0.0,33725.13,INR
G00470,2026-09-16,ROUND2-004,GW-900000470,BAT-60470,Customer_021,SETTLEMENT,83807.67,0.0,0.0,83807.67,INR
G00471,2026-09-05,ROUND2-005,GW-900000471,BAT-60471,Customer_044,SETTLEMENT,64018.19,0.0,0.0,64018.19,INR
G00472,2026-08-02,ROUND2-006,GW-900000472,BAT-60472,Customer_067,SETTLEMENT,67881.66,0.0,0.0,67881.66,INR
G00473,2026-08-06,ROUND2-007,GW-900000473,BAT-60473,Customer_010,SETTLEMENT,88478.67,0.0,0.0,88478.67,INR
G00474,2026-08-08,ROUND2-008,GW-900000474,BAT-60474,Customer_033,SETTLEMENT,72718.31,0.0,0.0,72718.31,INR
G00475,2026-08-29,ROUND2-009,GW-900000475,BAT-60475,Customer_056,SETTLEMENT,56718.49,0.0,0.0,56718.49,INR
G00476,2026-08-28,ROUND2-010,GW-900000476,BAT-60476,Customer_079,SETTLEMENT,23492.66,0.0,0.0,23492.66,INR
G00477,2026-09-05,ROUND2-011,GW-900000477,BAT-60477,Customer_022,SETTLEMENT,44403.95,0.0,0.0,44403.95,INR
G00478,2026-09-14,ROUND2-012,GW-900000478,BAT-60478,Customer_045,SETTLEMENT,75962.95,0.0,0.0,75962.95,INR
G00479,2026-08-20,ROUND2-013,GW-900000479,BAT-60479,Customer_068,SETTLEMENT,32869.86,0.0,0.0,32869.86,INR
G00480,2026-08-09,ROUND2-014,GW-900000480,BAT-60480,Customer_011,SETTLEMENT,53352.35,0.0,0.0,53352.35,INR
G00481,2026-09-21,ROUND2-015,GW-900000481,BAT-60481,Customer_034,SETTLEMENT,44265.23,0.0,0.0,44265.23,INR
G00482,2026-09-17,ROUND2-016,GW-900000482,BAT-60482,Customer_057,SETTLEMENT,36877.67,0.0,0.0,36877.67,INR
G00483,2026-08-05,ROUND2-017,GW-900000483,BAT-60483,Customer_080,SETTLEMENT,30431.95,0.0,0.0,30431.95,INR
G00484,2026-08-23,ROUND2-018,GW-900000484,BAT-60484,Customer_023,SETTLEMENT,78130.76,0.0,0.0,78130.76,INR
G00485,2026-08-06,ROUND2-019,GW-900000485,BAT-60485,Customer_046,SETTLEMENT,11499.56,0.0,0.0,11499.56,INR
G00486,2026-08-19,LATE-000,GW-900000486,BAT-60486,Customer_003,SETTLEMENT,24138.0,0.0,0.0,24138.0,INR
G00487,2026-08-16,LATE-001,GW-900000487,BAT-60487,Customer_032,SETTLEMENT,14656.0,0.0,0.0,14656.0,INR
G00488,2026-08-03,LATE-002,GW-900000488,BAT-60488,Customer_061,SETTLEMENT,68354.0,0.0,0.0,68354.0,INR
G00489,2026-08-18,LATE-003,GW-900000489,BAT-60489,Customer_010,SETTLEMENT,44321.0,0.0,0.0,44321.0,INR
G00490,2026-08-22,LATE-004,GW-900000490,BAT-60490,Customer_039,SETTLEMENT,16096.0,0.0,0.0,16096.0,INR
G00491,2026-08-21,LATE-005,GW-900000491,BAT-60491,Customer_068,SETTLEMENT,59923.0,0.0,0.0,59923.0,INR
G00492,2026-08-15,LATE-006,GW-900000492,BAT-60492,Customer_017,SETTLEMENT,60070.0,0.0,0.0,60070.0,INR
G00493,2026-08-06,LATE-007,GW-900000493,BAT-60493,Customer_046,SETTLEMENT,41252.0,0.0,0.0,41252.0,INR
G00494,2026-08-16,LATE-008,GW-900000494,BAT-60494,Customer_075,SETTLEMENT,63247.0,0.0,0.0,63247.0,INR
G00495,2026-08-11,LATE-009,GW-900000495,BAT-60495,Customer_024,SETTLEMENT,46232.0,0.0,0.0,46232.0,INR
G00496,2026-08-03,LATE-010,GW-900000496,BAT-60496,Customer_053,SETTLEMENT,21423.0,0.0,0.0,21423.0,INR
G00497,2026-08-13,LATE-011,GW-900000497,BAT-60497,Customer_002,SETTLEMENT,66368.0,0.0,0.0,66368.0,INR
G00498,2026-08-22,LATE-012,GW-900000498,BAT-60498,Customer_031,SETTLEMENT,32883.0,0.0,0.0,32883.0,INR
G00499,2026-08-04,LATE-013,GW-900000499,BAT-60499,Customer_060,SETTLEMENT,58304.0,0.0,0.0,58304.0,INR
G00500,2026-08-17,LATE-014,GW-900000500,BAT-60500,Customer_009,SETTLEMENT,25178.0,0.0,0.0,25178.0,INR
G00501,2026-08-21,LATE-015,GW-900000501,BAT-60501,Customer_038,SETTLEMENT,54348.0,0.0,0.0,54348.0,INR
G00502,2026-08-18,LATE-016,GW-900000502,BAT-60502,Customer_067,SETTLEMENT,20532.0,0.0,0.0,20532.0,INR
G00503,2026-08-08,LATE-017,GW-900000503,BAT-60503,Customer_016,SETTLEMENT,19365.0,0.0,0.0,19365.0,INR
G00504,2026-08-19,LATE-018,GW-900000504,BAT-60504,Customer_045,SETTLEMENT,19512.0,0.0,0.0,19512.0,INR
G00505,2026-08-22,LATE-019,GW-900000505,BAT-60505,Customer_074,SETTLEMENT,59907.0,0.0,0.0,59907.0,INR
G00506,2026-09-19,ADJ-000,GW-900000506,BAT-ADJ-000,Customer_007,SALE,86467.0,0.0,0.0,86467.0,INR
G00507,2026-09-20,ADJ-000,GW-900000507,BAT-ADJ-000,Customer_007,MANUAL_ADJUSTMENT,2000.0,0.0,0.0,2000.0,INR
G00508,2026-09-24,ADJ-001,GW-900000508,BAT-ADJ-001,Customer_038,SALE,71140.0,0.0,0.0,71140.0,INR
G00509,2026-09-25,ADJ-001,GW-900000509,BAT-ADJ-001,Customer_038,MANUAL_ADJUSTMENT,3500.0,0.0,0.0,3500.0,INR
G00510,2026-10-09,ADJ-002,GW-900000510,BAT-ADJ-002,Customer_069,SALE,61030.0,0.0,0.0,61030.0,INR
G00511,2026-10-10,ADJ-002,GW-900000511,BAT-ADJ-002,Customer_069,MANUAL_ADJUSTMENT,-3000.0,0.0,0.0,-3000.0,INR
G00512,2026-10-11,ADJ-003,GW-900000512,BAT-ADJ-003,Customer_020,SALE,86043.0,0.0,0.0,86043.0,INR
G00513,2026-10-12,ADJ-003,GW-900000513,BAT-ADJ-003,Customer_020,MANUAL_ADJUSTMENT,1000.0,0.0,0.0,1000.0,INR
G00514,2026-08-25,ADJ-004,GW-900000514,BAT-ADJ-004,Customer_051,SALE,54836.0,0.0,0.0,54836.0,INR
G00515,2026-08-26,ADJ-004,GW-900000515,BAT-ADJ-004,Customer_051,MANUAL_ADJUSTMENT,-1500.0,0.0,0.0,-1500.0,INR
G00516,2026-10-09,ADJ-005,GW-900000516,BAT-ADJ-005,Customer_002,SALE,43416.0,0.0,0.0,43416.0,INR
G00517,2026-10-10,ADJ-005,GW-900000517,BAT-ADJ-005,Customer_002,MANUAL_ADJUSTMENT,-1500.0,0.0,0.0,-1500.0,INR
G00518,2026-08-29,ADJ-006,GW-900000518,BAT-ADJ-006,Customer_033,SALE,86762.0,0.0,0.0,86762.0,INR
G00519,2026-08-30,ADJ-006,GW-900000519,BAT-ADJ-006,Customer_033,MANUAL_ADJUSTMENT,-5000.0,0.0,0.0,-5000.0,INR
G00520,2026-09-25,ADJ-007,GW-900000520,BAT-ADJ-007,Customer_064,SALE,97558.0,0.0,0.0,97558.0,INR
G00521,2026-09-26,ADJ-007,GW-900000521,BAT-ADJ-007,Customer_064,MANUAL_ADJUSTMENT,-1500.0,0.0,0.0,-1500.0,INR
G00522,2026-09-27,ADJ-008,GW-900000522,BAT-ADJ-008,Customer_015,SALE,97846.0,0.0,0.0,97846.0,INR
G00523,2026-09-28,ADJ-008,GW-900000523,BAT-ADJ-008,Customer_015,MANUAL_ADJUSTMENT,1000.0,0.0,0.0,1000.0,INR
G00524,2026-08-17,ADJ-009,GW-900000524,BAT-ADJ-009,Customer_046,SALE,36428.0,0.0,0.0,36428.0,INR
G00525,2026-08-18,ADJ-009,GW-900000525,BAT-ADJ-009,Customer_046,MANUAL_ADJUSTMENT,-1500.0,0.0,0.0,-1500.0,INR
G00526,2026-08-04,ADJ-010,GW-900000526,BAT-ADJ-010,Customer_077,SALE,68213.0,0.0,0.0,68213.0,INR
G00527,2026-08-05,ADJ-010,GW-900000527,BAT-ADJ-010,Customer_077,MANUAL_ADJUSTMENT,-5000.0,0.0,0.0,-5000.0,INR
G00528,2026-08-29,ADJ-011,GW-900000528,BAT-ADJ-011,Customer_028,SALE,81110.0,0.0,0.0,81110.0,INR
G00529,2026-08-30,ADJ-011,GW-900000529,BAT-ADJ-011,Customer_028,MANUAL_ADJUSTMENT,-3000.0,0.0,0.0,-3000.0,INR
G00530,2026-08-21,ADJ-012,GW-900000530,BAT-ADJ-012,Customer_059,SALE,39605.0,0.0,0.0,39605.0,INR
G00531,2026-08-22,ADJ-012,GW-900000531,BAT-ADJ-012,Customer_059,MANUAL_ADJUSTMENT,-1500.0,0.0,0.0,-1500.0,INR
G00532,2026-09-28,ADJ-013,GW-900000532,BAT-ADJ-013,Customer_010,SALE,96610.0,0.0,0.0,96610.0,INR
G00533,2026-09-29,ADJ-013,GW-900000533,BAT-ADJ-013,Customer_010,MANUAL_ADJUSTMENT,1000.0,0.0,0.0,1000.0,INR
G00534,2026-08-05,ADJ-014,GW-900000534,BAT-ADJ-014,Customer_041,SALE,47430.0,0.0,0.0,47430.0,INR
G00535,2026-08-06,ADJ-014,GW-900000535,BAT-ADJ-014,Customer_041,MANUAL_ADJUSTMENT,-1500.0,0.0,0.0,-1500.0,INR
G00536,2026-09-23,ADJ-015,GW-900000536,BAT-ADJ-015,Customer_072,SALE,81655.0,0.0,0.0,81655.0,INR
G00537,2026-09-24,ADJ-015,GW-900000537,BAT-ADJ-015,Customer_072,MANUAL_ADJUSTMENT,1000.0,0.0,0.0,1000.0,INR
G00538,2026-08-07,ADJ-016,GW-900000538,BAT-ADJ-016,Customer_023,SALE,59577.0,0.0,0.0,59577.0,INR
G00539,2026-08-08,ADJ-016,GW-900000539,BAT-ADJ-016,Customer_023,MANUAL_ADJUSTMENT,-1500.0,0.0,0.0,-1500.0,INR
G00540,2026-09-29,ADJ-017,GW-900000540,BAT-ADJ-017,Customer_054,SALE,64904.0,0.0,0.0,64904.0,INR
G00541,2026-09-30,ADJ-017,GW-900000541,BAT-ADJ-017,Customer_054,MANUAL_ADJUSTMENT,1000.0,0.0,0.0,1000.0,INR
G00542,2026-08-13,ADJ-018,GW-900000542,BAT-ADJ-018,Customer_005,SALE,46875.0,0.0,0.0,46875.0,INR
G00543,2026-08-14,ADJ-018,GW-900000543,BAT-ADJ-018,Customer_005,MANUAL_ADJUSTMENT,-3000.0,0.0,0.0,-3000.0,INR
G00544,2026-09-16,ADJ-019,GW-900000544,BAT-ADJ-019,Customer_036,SALE,93221.0,0.0,0.0,93221.0,INR
G00545,2026-09-17,ADJ-019,GW-900000545,BAT-ADJ-019,Customer_036,MANUAL_ADJUSTMENT,-1500.0,0.0,0.0,-1500.0,INR
G00546,2026-09-06,ORPHAN-GW2-000,GW-900000546,BAT-60546,Customer_043,SETTLEMENT,8828.0,0.0,0.0,8828.0,INR
G00547,2026-08-15,ORPHAN-GW2-001,GW-900000547,BAT-60547,Customer_054,SETTLEMENT,55058.0,0.0,0.0,55058.0,INR
G00548,2026-10-19,ORPHAN-GW2-002,GW-900000548,BAT-60548,Customer_065,SETTLEMENT,46150.0,0.0,0.0,46150.0,INR
G00549,2026-10-03,ORPHAN-GW2-003,GW-900000549,BAT-60549,Customer_076,SETTLEMENT,53773.0,0.0,0.0,53773.0,INR
G00550,2026-08-21,ORPHAN-GW2-004,GW-900000550,BAT-60550,Customer_007,SETTLEMENT,29529.0,0.0,0.0,29529.0,INR
G00551,2026-08-13,ORPHAN-GW2-005,GW-900000551,BAT-60551,Customer_018,SETTLEMENT,44028.0,0.0,0.0,44028.0,INR
G00552,2026-08-01,ORPHAN-GW2-006,GW-900000552,BAT-60552,Customer_029,SETTLEMENT,16649.0,0.0,0.0,16649.0,INR
G00553,2026-10-02,ORPHAN-GW2-007,GW-900000553,BAT-60553,Customer_040,SETTLEMENT,29927.0,0.0,0.0,29927.0,INR
G00554,2026-08-02,ORPHAN-GW2-008,GW-900000554,BAT-60554,Customer_051,SETTLEMENT,61842.0,0.0,0.0,61842.0,INR
G00555,2026-09-15,ORPHAN-GW2-009,GW-900000555,BAT-60555,Customer_062,SETTLEMENT,26855.0,0.0,0.0,26855.0,INR
G00556,2026-10-05,FALSE-000,GW-900000556,BAT-60556,Customer_002,SETTLEMENT,30000.0,0.0,0.0,30000.0,INR
G00557,2026-09-02,FALSE-001,GW-900000557,BAT-60557,Customer_015,SETTLEMENT,20000.0,0.0,0.0,20000.0,INR
G00558,2026-09-27,FALSE-002,GW-900000558,BAT-60558,Customer_028,SETTLEMENT,40000.0,0.0,0.0,40000.0,INR
G00559,2026-09-26,FALSE-003,GW-900000559,BAT-60559,Customer_041,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G00560,2026-09-24,FALSE-004,GW-900000560,BAT-60560,Customer_054,SETTLEMENT,20000.0,0.0,0.0,20000.0,INR
G00561,2026-09-28,FALSE-005,GW-900000561,BAT-60561,Customer_067,SETTLEMENT,25000.0,0.0,0.0,25000.0,INR
G00562,2026-09-23,FALSE-006,GW-900000562,BAT-60562,Customer_080,SETTLEMENT,20000.0,0.0,0.0,20000.0,INR
G00563,2026-08-11,FALSE-007,GW-900000563,BAT-60563,Customer_013,SETTLEMENT,30000.0,0.0,0.0,30000.0,INR
G00564,2026-09-21,FALSE-008,GW-900000564,BAT-60564,Customer_026,SETTLEMENT,25000.0,0.0,0.0,25000.0,INR
G00565,2026-09-25,FALSE-009,GW-900000565,BAT-60565,Customer_039,SETTLEMENT,15000.0,0.0,0.0,15000.0,INR
G00566,2026-08-11,DECOY-0-1,GW-900000566,BAT-60566,Customer_011,SETTLEMENT,20327.0,0.0,0.0,20327.0,INR
G00567,2026-08-12,DECOY-0-2,GW-900000567,BAT-60567,Customer_011,SETTLEMENT,28288.0,0.0,0.0,28288.0,INR
G00568,2026-08-13,DECOY-1-1,GW-900000568,BAT-60568,Customer_028,SETTLEMENT,19242.0,0.0,0.0,19242.0,INR
G00569,2026-08-14,DECOY-1-2,GW-900000569,BAT-60569,Customer_028,SETTLEMENT,17167.0,0.0,0.0,17167.0,INR
G00570,2026-08-09,DECOY-2-1,GW-900000570,BAT-60570,Customer_045,SETTLEMENT,21163.0,0.0,0.0,21163.0,INR
G00571,2026-08-10,DECOY-2-2,GW-900000571,BAT-60571,Customer_045,SETTLEMENT,17006.0,0.0,0.0,17006.0,INR
G00572,2026-08-21,DECOY-3-1,GW-900000572,BAT-60572,Customer_062,SETTLEMENT,16429.0,0.0,0.0,16429.0,INR
G00573,2026-08-22,DECOY-3-2,GW-900000573,BAT-60573,Customer_062,SETTLEMENT,20196.0,0.0,0.0,20196.0,INR
G00574,2026-08-10,DECOY-4-1,GW-900000574,BAT-60574,Customer_079,SETTLEMENT,12000.0,0.0,0.0,12000.0,INR
G00575,2026-08-11,DECOY-4-2,GW-900000575,BAT-60575,Customer_079,SETTLEMENT,20640.0,0.0,0.0,20640.0,INR
G00576,2026-08-16,DECOY-5-1,GW-900000576,BAT-60576,Customer_016,SETTLEMENT,28093.0,0.0,0.0,28093.0,INR
G00577,2026-08-17,DECOY-5-2,GW-900000577,BAT-60577,Customer_016,SETTLEMENT,19924.0,0.0,0.0,19924.0,INR
G00578,2026-08-06,DECOY-6-1,GW-900000578,BAT-60578,Customer_033,SETTLEMENT,13659.0,0.0,0.0,13659.0,INR
G00579,2026-08-07,DECOY-6-2,GW-900000579,BAT-60579,Customer_033,SETTLEMENT,29329.0,0.0,0.0,29329.0,INR
G00580,2026-08-04,DECOY-7-1,GW-900000580,BAT-60580,Customer_050,SETTLEMENT,9505.0,0.0,0.0,9505.0,INR
G00581,2026-08-05,DECOY-7-2,GW-900000581,BAT-60581,Customer_050,SETTLEMENT,22793.0,0.0,0.0,22793.0,INR
G00582,2026-08-14,DECOY-8-1,GW-900000582,BAT-60582,Customer_067,SETTLEMENT,21630.0,0.0,0.0,21630.0,INR
G00583,2026-08-15,DECOY-8-2,GW-900000583,BAT-60583,Customer_067,SETTLEMENT,18930.0,0.0,0.0,18930.0,INR
G00584,2026-08-06,DECOY-9-1,GW-900000584,BAT-60584,Customer_004,SETTLEMENT,17370.0,0.0,0.0,17370.0,INR
G00585,2026-08-07,DECOY-9-2,GW-900000585,BAT-60585,Customer_004,SETTLEMENT,14332.0,0.0,0.0,14332.0,INR
